40.824,27.088,1
43.274,20.597,1
43.753,23.675,1
46.189,22.996,1
47.644,25.05,1
48.615,26.078,1
49.604,19.926,1
51.551,19.93,1
52.993,27.454,1
55.449,18.57,1
55.916,26.434,1
56.422,18.572,1
56.889,26.778,1
57.386,22.676,1
59.333,22.68,1
60.298,26.101,1
64.68,25.767,1
67.13,19.276,1
68.092,19.272,1
68.103,19.278,1
71.491,27.49,1
76.357,27.838,1
76.371,27.893,1
76.844,28.184,1
80.761,18.619,1
83.169,29.564,1
84.146,27.857,1
85.131,23.414,1
88.031,31.967,1
90.009,18.979,1
91.927,25.9,1
91.94,25.821,1
95.853,18.307,1
96.789,33.693,1
99.731,24.81,1
101.695,17.976,1
102.137,32.737,1
102.146,32.678,1
103.118,23.435,1
103.144,22.424,1
104.612,19.35,1
107.003,37.132,1
108.994,19.016,1
110.89,39.875,1
113.827,33.385,1
114.814,27.917,1
115.263,43.302,1
117.205,45.357,1
117.27,18.691,1
121.65,19.041,1
122.586,34.769,1
124.009,49.815,1
125.016,25.945,1
125.041,25.885,1
127.481,23.497,1
127.491,23.427,1
129.84,54.271,1
130.795,61.794,1
131.36,30,1
131.823,39.574,1
132.756,56.328,1
133.709,64.877,1
134.208,59.749,1
135.28,19.068,1
136.128,71.035,1
137.598,66.935,1
139.032,77.537,1
139.057,78.25,1
140.147,19.761,1
140.995,71.045,1
141.07,63.436,1
141.476,73.439,1
142.424,84.039,1
142.508,49.509,1
143.47,54.297,1
143.519,53.898,1
144.043,18.743,1
144.969,38.574,1
145.33,80.271,1
145.355,79.942,1
146.32,83.363,1
146.43,24.331,1
146.457,26.953,1
146.898,45.757,1
148.404,27.298,1
148.812,59.436,1
149.223,90.548,1
149.283,65.933,1
149.846,34.823,1
150.34,31.747,1
151.646,95.339,1
151.823,22.519,1
153.584,99.103,1
155.037,101.841,1
155.113,97.597,1
155.674,40.304,1
156.483,107.656,1
156.696,20.135,1
158.002,83.727,1
158.089,85.586,1
158.513,73.814,1
159.475,78.602,1
160.021,54.33,1
160.353,117.92,1
160.836,119.289,1
162.285,124.078,1
162.862,87.156,1
163.488,29.721,1
165.95,18.444,1
166.813,63.574,1
167.228,93.318,1
167.337,36.364,1
167.356,40.669,1
167.683,106.31,1
168.108,131.61,1
168.864,21.185,1
170.294,33.495,1
170.529,136.743,1
171.563,112.13,1
172.246,31.448,1
174.889,145.641,1
175.057,76.581,1
176.162,22.566,1
176.497,51.949,1
176.645,23.935,1
177.31,145.118,1
177.365,128.21,1
178.594,23.255,1
179.721,160.351,1
180.187,168.899,1
180.35,101.891,1
180.807,45.695,1
181.002,33.858,1
183.388,53.692,1
183.799,84.804,1
184.425,27.711,1
185.17,121.387,1
185.328,45.756,1
185.335,53.695,1
185.546,167.2,1
185.746,84.807,1
186.004,178.825,1
187.09,132.673,1
187.304,44.81,1
188.298,36.265,1
189.495,144.644,1
189.978,146.012,1
190.744,31.484,1
190.843,64.124,1
190.88,175.758,1
191.348,183.28,1
192.587,74.222,1
193.041,87.898,1
194.104,50.977,1
194.339,154.568,1
195.508,74.228,1
195.696,196.964,1
196.043,54.4,1
196.075,28.799,1
196.092,34.229,1
196.674,195.256,1
197.295,139.873,1
197.525,45.514,1
198.831,108.765,1
198.953,102.057,1
199.192,160.389,1
199.353,94.407,1
200.09,191.502,1
200.234,172.183,1
200.267,118.682,1
200.277,114.921,1
200.399,64.665,1
200.746,122.102,1
200.882,66.375,1
201.819,81.078,1
201.829,81.201,1
202.65,139.883,1
202.791,81.764,1
202.904,91.45,1
203.208,110.482,1
206.01,159.377,1
206.028,159.593,1
206.576,126.899,1
206.905,191.515,1
207.499,147.756,1
207.762,39.38,1
208.38,185.706,1
208.488,141.262,1
208.707,51.348,1
209.066,103.656,1
209.858,178.53,1
210.567,86.907,1
210.8,163.619,1
210.894,152.891,1
213.114,40.416,1
213.714,194.264,1
213.742,182.64,1
214.029,64.692,1
214.752,167.599,1
101.276,161.986,0
101.91,46.918,0
102.147,72.603,0
102.268,60.274,0
102.388,97.945,0
102.929,192.466,0
104.705,110.274,0
104.835,83.636,0
105.747,153.425,0
106.181,8.904,0
106.878,87.329,0
107.573,66.096,0
107.977,174.658,0
108.194,2.397,0
109.059,13.699,0
110.15,51.712,0
111.883,124.947,0
111.92,140.124,0
112.003,161.644,0
112.745,185.616,0
112.885,128.949,0
113.065,152.74,0
114.01,5.822,0
114.137,192.808,0
114.574,97.945,0
114.972,57.192,0
115.269,76.712,0
116.895,6.851,0
116.915,7.877,0
119.142,79.452,0
119.329,84.265,0
119.399,3.082,0
119.76,66.096,0
119.766,66.814,0
119.81,160.959,0
121.042,84.589,0
121.249,38.926,0
121.275,110.616,0
121.619,125.342,0
122.978,85.959,0
123.599,72.26,0
123.88,193.493,0
124.808,98.288,0
125.369,90.753,0
126.617,112.671,0
126.844,90.671,0
126.888,184.932,0
126.965,127.055,0
127.148,158.219,0
127.165,141.569,0
127.275,95.205,0
127.98,172.945,0
128.18,137.991,0
128.193,151.027,0
128.407,79.11,0
128.494,120.205,0
128.584,29.955,0
128.697,99.315,0
129.315,135.959,0
129.529,14.041,0
130.601,104.11,0
131.192,193.493,0
131.752,85.959,0
132.52,107.192,0
133.258,181.507,0
135.058,146.918,0
135.325,40.6,0
135.392,12.671,0
135.876,113.014,0
136.464,2.74,0
137.312,115.753,0
137.529,140.446,0
137.579,138.356,0
139.802,10.274,0
140.193,41.153,0
140.373,101.712,0
141.432,193.151,0
142.587,124.658,0
143.221,109.589,0
144.487,129.795,0
144.727,105.137,0
145.218,4.795,0
145.245,2.055,0
145.595,140.341,0
145.899,134.932,0
148.006,118.836,0
148.26,142.808,0
149.027,11.05,0
149.037,13.014,0
150.129,151.027,0
150.216,164.609,0
150.37,126.37,0
152.059,153.082,0
152.233,135.274,0
153.438,161.644,0
154.116,192.123,0
154.904,11.301,0
155.328,167.808,0
156.056,143.151,0
156.239,174.315,0
157.157,180.137,0
157.435,1.712,0
157.839,10.274,0
158.91,150.342,0
159.268,13.699,0
159.485,192.017,0
159.541,185.616,0
161.264,158.904,0
163.635,165.753,0
165.127,12.671,0
166.96,174.658,0
167.174,2.74,0
168.877,178.082,0
170.059,6.849,0
172.015,6.164,0
172.693,186.644,0
173.407,13.356,0
173.621,191.438,0
176.015,195.89,0
179.3,8.904,0
182.165,15.068,0
183.244,8.243,0
183.644,13.356,0
186.652,4.795,0
188.632,1.712,0
191.394,18.493,0
193.02,1.712,0
193.817,19.863,0
194.906,8.219,0
195.39,8.562,0
196.739,20.205,0
199.737,12.671,0
202.051,25.342,0
202.291,18.039,0
203.159,11.644,0
205.971,23.288,0
207.099,7.534,0
207.653,11.701,0
207.997,15.411,0
211.787,26.712,0
212.435,4.909,0
212.478,5.822,0
214.198,29.452,0
217.126,29.11,0
217.733,16.781,0
219.773,7.534,0
222.064,22.603,0
222.267,1.712,0
223.042,22.26,0
223.393,36.301,0
224.494,23.288,0
224.892,32.534,0
225.155,5.479,0
226.822,34.589,0
229.736,35.616,0
229.823,34.883,0
230.307,27.055,0
231.95,8.562,0
233.856,13.014,0
235.529,41.438,0
235.766,17.123,0
237.763,12.329,0
239.249,9.932,0
239.759,7.534,0
239.806,2.74,0
240.417,40.068,0
242.35,23.638,0
242.454,22.856,0
242.541,22.26,0
246.02,15.411,0
246.684,47.26,0
247.308,33.219,0
247.679,45.205,0
248.31,30.479,0
248.764,33.904,0
250.45,10.959,0
251.462,7.192,0
253.258,22.945,0
253.408,21.267,0
253.903,2.077,0
253.943,2.74,0
255.993,42.466,0
256.901,49.315,0
257.722,36.644,0
257.939,42.808,0
260.771,52.397,0
261.802,46.575,0
262.513,23.63,0
264.263,44.178,0
265.064,11.986,0
266.32,33.219,0
267.034,9.932,0
268.279,32.192,0
269.501,56.849,0
271.001,3.082,0
271.458,6.164,0
271.535,48.288,0
271.575,25.873,0
271.779,23.288,0
273.712,25,0
